VOA Reference,Property Description,Address1,Address2,Address3,Address4,Address5,Post Code,Empty Date
D001331308012733,WORKSHOP AND PREMISES,Units 5 & 6,270 Park Road,South Moor,Stanley,Co Durham,DH9 7ED,20160401
D001331308012743,WORKSHOP AND PREMISES,Unit 7 at,270 Park Road,Stanley,Co Durham,,DH9 7ED,20110901
D001531699510136,WORKSHOP AND PREMISES,Unit 9E,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley,Co Durham,DH9 9UU,20170401
DIP0214500003ND,SHOP AND PREMISES,3 Browns Buildings,Dipton,Stanley,Co Durham,,DH9 9AB,20160401
DIP0360050500,POST OFFICE AND PREMISES,Newcastle House,Cooperative Terr West,Dipton,Stanley,Co Durham,DH9 9AQ,20140124
DIP0648050100ND,HAIRDRESSING SALON AND PREMISES,Hairdressing Salon & Premises,Flint Hill Bank,Dipton,Stanley,Co Durham,DH9 9JD,19900610
DIP0691050600ND,STORE AND PREMISES,Camerons Buildings - Rear of,(Stores & Premises),Front Street Dipton,Stanley,Co Durham,DH9 9AE,19900401
DIP0691056000,SHOP AND PREMISES,London House Cottages,Front Street,Dipton,Stanley,Co Durham,DH9 9AA,20070731
DIP0691060000ND,WORKSHOP AND PREMISES,The Chapel,Front Street,Dipton,Stanley,Co Durham,DH9 9DQ,20080601
DIP1719050100ND,RECREATION ROOM AND PREMISES,Communal Rooms,Tennyson Gardens,Dipton,Stanley,Co Durham,DH9 9ES,20110101
DU00260436010004,WORKSHOP AND PREMISES,Cathedral Pallet Trucks Ltd,Damson House,Damson Way,Dragonville Industrial Estate,Gilesgate Moor Durham,DH1 2YN,20161223
DU00260436010044,OFFICES AND PREMISES,1st Floor Alexage Ltd (o),Damson House,Damson Way,Durham,,DH1 2XD,20130401
DU00260436010074,OFFICES AND PREMISES,S Ellis,Damson House,Damson Way,Dragonville Industrial Estate,Gilesgate Moor Durham,DH1 2XD,20160719
DU00260482010054,RETAIL WAREHOUSE AND PREMISES,Vacant B&Q Warehouse,Durham City Retail Park Mcintyre Way,Gilesgate Moor,Durham,,DH1 2RP,20150821
DU00261292000142,WORKSHOP AND PREMISES,14B Rennys Lane,Gilesgate Moor,Durham,,,DH1 2RU,20170401
DU00261292010062,WORKSHOP AND PREMISES,Unit A,Rennys Lane,Gilesgate Moor,Durham,,DH1 2RB,20160901
DU00261293010032,LAND USED FOR STORAGE AND PREMISES,NWA R/o Former Kerry Foods Ltd,Rennys Lane Dragonville Industrial Estate,Gilesgate Moor,Durham,,DH1 2QX,20140125
DU00261741000067,OFFICES AND PREMISES,Forth House,6 Mandale Business Park,Belmont Industrial Estate,Durham,,DH1 1TH,20161231
DU00261752010027,WAREHOUSE AND PREMISES,Unit 6 8 & 9,Belmont Industrial Estate,Belmont,Durham,,DH1 1TN,20130624
DU00261752010037,WAREHOUSE AND PREMISES,Unit 7,Belmont Industrial Estate,Belmont,Durham,,DH1 1TN,20130624
DU00261752010087,WAREHOUSE AND PREMISES,Unit 4,Belmont Industrial Estate,Belmont,Durham,,DH1 1TN,20161123
DU00261769010037,WAREHOUSE AND PREMISES,Unit 1 BT 8/11,Damson House,Damson Way,Dragonville,Durham,DH1 2XD,20170217
DU00261769010057,WAREHOUSE AND PREMISES,Johns Timber Unit 2A BT 8/11,Damson House,Damson Way,Dragonville,Durham,DH1 2XD,20161206
DU00261769010067,WAREHOUSE AND PREMISES,Unit 2B  BT8/11,Damson House,Damson Way,Dragonville,Durham,DH1 2XD,20161020
DU00261781010017,PROPERTY BEYOND ECONOMIC REPAIR,Offices Adj Durham Hand Car Wash,Dragonville Trading Estate,Dragon Lane,Gilesgate Moor,Durham,DH1 2XJ,20140401
DU00460941010009,WORKSHOP AND PREMISES,Unit G6 G7 & G7A,Skillion Business Centre,Littleburn Lane,Langley Moor,Durham,DH7 8HG,20170401
DU00460941010169,WORKSHOP AND PREMISES,Unit G3,Skillion Business Centre,Littleburn Lane,Langley Moor,Durham,DH7 8HG,20151201
DU00461319010003,BEYOND ECONOMIC REPAIR,Envirotyre,Rosebay Road,Langley Moor,Durham,,DH7 8HJ,20120709
DU00461319010043,WORKSHOP AND PREMISES,Vacant,Former Dunnill Mechanical Services,Rosebay Road,Langley Moor,Durham,DH7 8HJ,20160220
DU00461319010073,OFFICE AND PREMISES,Office 3,1 Rosebay Road,Langley Moor,Durham,,DH7 8HJ,20160220
DU00461319010083,OFFICE AND PREMISES,Office 5,1 Rosebay Road,Langley Moor,Durham,,DH7 8HJ,20160220
DU00461484000024,OFFICES AND PREMISES,1st Flr,2 Station Road,Ushaw Moor,Durham,,DH7 7PX,20121101
DU00461484010074,SHOP AND PREMISES,5 Station Road,Ushaw Moor,Durham,,,DH7 7PX,20160601
DU00461730010067,OFFICES AND PREMISES,City West Conference Centre First Floor Unit 1,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20170405
DU00461730010077,OFFICE AND PREMISES,Part Ground Floor Unit 9,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20161224
DU00461730010087,OFFICES AND PREMISES,Part Ground Floor Unit 9,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20160331
DU00461730010107,OFFICES AND PREMISES,Unit 2,Elliott Court,St Johns Road,Meadowfield,Durham,DH7 8PN,20170203
DU00461730010127,OFFICES AND PREMISES,Unit 3,Elliott Court,St Johns Road,Meadowfield,Durham,DH7 8PN,20170401
DU00461730010397,OFFICE AND PREMISES,Suite 3 First Floor Unit 1,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20160201
DU00461730010487,OFFICES AND PREMISES,Rooms 1-2- First Floor Units 5-6 & Part Unit 7,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20161224
DU00461730010507,OFFICE AND PREMISES,Room 3 - First Floor Units 5-6 & Part Unit 7,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20160928
DU00461730010517,OFFICE AND PREMISES,First Floor Units 5-6 & Part Unit 7,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20161224
DU00461738010017,OFFICE AND PREMISES,Suite 16 First Floor,Whitfield House,1 Whitfield Court,Meadowfield Industrial Estate,Durham,DH7 8XL,20170302
DU00461739010007,OFFICES AND PREMISES,Ground Floor Unit 3,City West Business Park,St Johns Road,Meadowfield,Durham,DH7 8ER,20150316
DU00461747010067,WORKSHOP AND PREMISES,Unit 7,Edwardson Road,Meadowfield,Durham,,DH7 8RL,20160103
DU00561737010127,OFFICES AND PREMISES,Unit S4 (pt) Vacant,Tursdale Business Park,Tursdale,Durham,,DH6 5PG,20160925
DU00561737010197,FACTORY AND PREMISES,Unit S1a(pt),Tursdale Business Park,Tursdale,Durham,,DH6 5PG,20170409
DU00561737010207,FACTORY AND PREMISES,Unit S1a(pt) - B(pt),Tursdale Business Park,Tursdale,Durham,,DH6 5PG,20170409
DU00561737010237,OFFICES AND PREMISES,N19A Suite 2,Tursdale Business Park,Tursdale,Durham,,DH6 5PG,20170401
DU00660328010283,STORE AND PREMISES,Gnd Flr R/O,27A Church Street,Coxhoe,Durham,,DH6 4HE,20161001
DU00660335010303,VACANT ROOMS,Vacant 1st Floor,27 Church Street West,Coxhoe,Durham,,DH6 4HF,20121008
DU00860527000195,SHOP AND PREMISES,19 Elvet Bridge,Durham,,,,DH1 3AA,20170122
DU00860673010146,SHOP AND PREMISES,14 Gort Place,Gilesgate,Durham,,,DH1 1EY,20130516
DU00860673010156,SHOP AND PREMISES,15 Gort Place,Gilesgate,Durham,,,DH1 1EY,20130516
DU00861725010007,NOT RATED BY VALUATION OFFICE,SF3,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010017,NOT RATED BY VALUATION OFFICE,LG1,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010027,NOT RATED BY VALUATION OFFICE,LG2,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010037,NOT RATED BY VALUATION OFFICE,LG3,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010047,NOT RATED BY VALUATION OFFICE,LG4-LG5,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010057,NOT RATED BY VALUATION OFFICE,LG6,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010067,NOT RATED BY VALUATION OFFICE,LG7,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010077,NOT RATED BY VALUATION OFFICE,LG9,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010087,NOT RATED BY VALUATION OFFICE,LG10,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010107,NOT RATED BY VALUATION OFFICE,G1a,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010117,NOT RATED BY VALUATION OFFICE,G1b,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010127,NOT RATED BY VALUATION OFFICE,G1c,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010137,NOT RATED BY VALUATION OFFICE,G1d,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010147,NOT RATED BY VALUATION OFFICE,G1e,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010157,NOT RATED BY VALUATION OFFICE,G2,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010167,NOT RATED BY VALUATION OFFICE,G3,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010177,NOT RATED BY VALUATION OFFICE,G4,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010187,NOT RATED BY VALUATION OFFICE,G5c,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010197,NOT RATED BY VALUATION OFFICE,G5d,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010207,NOT RATED BY VALUATION OFFICE,FF1,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010217,NOT RATED BY VALUATION OFFICE,FF2,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010227,NOT RATED BY VALUATION OFFICE,FF3,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010237,NOT RATED BY VALUATION OFFICE,FF4,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010247,NOT RATED BY VALUATION OFFICE,FF5,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010257,NOT RATED BY VALUATION OFFICE,SF1,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861725010267,NOT RATED BY VALUATION OFFICE,SF2,Salvus House,Aykley Heads,Durham,,DH1 5TS,20170203
DU00861758010277,NOT RATED BY VALUATION OFFICE,Suite 2 At,27 High Street,Durham,,,DH1 3UJ,20170213
DU00861758010287,NOT RATED BY VALUATION OFFICE,Suite 3 At,27 High Street,Durham,,,DH1 3UJ,20170213
DU00861758010297,NOT RATED BY VALUATION OFFICE,Suite 4 At,27 High Street,Durham,,,DH1 3UJ,20170213
DU00960997010159,MARKET STALL,Stall No 40,Indoor Market,Market Place,Durham,,DH1 3NJ,20160909
DU00961008000000,OFFICES AND PREMISES,Unit 9,Vane Tempest Hall,Maynards Row,Gilesgate,Durham,DH1 1QG,20170401
DU00961008010000,OFFICES AND PREMISES,Unit 10,Vane Tempest Hall,Maynards Row,Gilesgate,Durham,DH1 1QF,20170201
DU00961008010030,OFFICES AND PREMISES,Unit 6 Ground Floor,Vane Tempest Hall,Maynards Row,Gilesgate,Durham,DH1 1QF,20170301
DU00961008010060,OFFICES AND PREMISES,Unit 2 First Floor,Vane Tempest Hall,Maynards Row,Gilesgate,Durham,DH1 1QF,20170201
DU00961109000071,SHOP AND PREMISES,7 North Road,Durham,,,,DH1 4SE,20161225
DU00961109010041,STORES AND PREMISES,Pt 1st 2nd & 3rd Floors,Unit 7,North Road,Durham,,DH1 4SH,20140708
DU00961142010021,AWAITING CT BANDING,1 Mayford House,Old Elvet,Durham,,,DH1 3HN,20161001
DU00961142010031,AWAITING CT BANDING,2 Mayford House,Old Elvet,Durham,,,DH1 3HN,20160928
DU00961142010521,OFFICES AND PREMISES,Gnd Flr Territorial,52 Old Elvet,Durham,,,DH1 3HN,20160601
DU00961750010067,OFFICE AND PREMISES,Room 14,Miners Hall,Red Hill,Durham,,DH1 4BD,20160502
DU00961767000007,OFFICES AND PREMISES,Suite 6 Ground Floor,Kingfisher House,St Johns Road,Meadowfield,Durham,DH7 8TZ,20170211
DU00961767010057,OFFICES AND PREMISES,Suite 2 Ground Floor,Kingfisher House,St Johns Road,Meadowfield,Durham,DH7 8TZ,20090901
DU01060001010070,OFFICE AND PREMISES,Office 21b,Durham Workspace,Abbey Road,Pity Me,Durham,DH1 5JZ,20160408
DU01060576010055,OFFICES AND PREMISES,Suite 3,Jordan House,Finchale Road,Framwellgate Moor,Durham,DH1 5HN,20150717
DU01061748000007,OFFICES AND PREMISES,Gnd Flr,3 Abbeywoods Business Park,Pity Me,Durham,,DH1 5GQ,20160524
DU01061748010007,OFFICES AND PREMISES,1st Flr,3 Abbeywoods Business Park,Pity Me,Durham,,DH1 5GQ,20160524
DU01461366010003,WORKSHOP AND PREMISES,Vacant Adj Sherburn Stone Co Ltd,Sherburn Hill,Durham,,,DH6 1HU,20120430
E000121077010000,LAND USED FOR STORAGE AND PREMISES,Compound At The Depot,Wellfield Terrace,Castle Eden,Hartlepool,Cleveland,TS27 4TE,20150401
E000321324010023,OFFICES AND PREMISES,Room 11,Easington Business Centre,Seaside Lane,Easington Colliery,Peterlee Co Durham,SR8 3LJ,20130101
E000321324010033,OFFICES AND PREMISES,Room 16,Easington Business Centre,Seaside Lane,Easington Colliery,Peterlee Co Durham,SR8 3LJ,20150821
E000321324010053,OFFICES AND PREMISES,Room 12,Easington Business Centre,Seaside Lane,Easington Colliery,Peterlee Co Durham,SR8 3LJ,20130104
E000321325000213,OFFICE,Office No 1 1st Floor,22 Seaside Lane,Easington Colliery,Peterlee,Co Durham,SR8 3PG,20150401
E000321325000223,OFFICE,2nd Floor,22 Seaside Lane,Easington Colliery,Peterlee,Co Durham,SR8 3PG,20110203
E000321325010223,OFFICE,Office No 2,1st Floor,22 Seaside Lane,Easington Colliery,Peterlee Co Durham,SR8 3PG,20150401
E000321325010233,OFFICE,Office No 3,1st Floor,22 Seaside Lane,Easington Colliery,Peterlee Co Durham,SR8 3PG,20120120
E000420333010033,WAREHOUSE AND PREMISES,QC Space Ltd Vacant B,Part Unit 3 At,3 Cook Way,North West Ind Estate,Peterlee Co Durham,SR8 2HY,20160515
E000420715010077,OFFICES AND PREMISES,1st Floor Office 2,Seaton Holme,Hall Walk,Easington,Peterlee Co Durham,SR8 3BS,20150401
E000421019000130,FACTORY AND PREMISES,Units B - D,Mill Hill Distribution Park,North West Ind Estate,Peterlee,Co Durham,SR8 2HR,20170112
E000421323010163,OFFICES AND PREMISES,Room 10A,Easington Business Centre,Seaside Lane,Easington,Peterlee Co Durham,SR8 3LJ,20121001
E000821455000004,SHOWROOM,Wearside Footwear Ltd,Rodridge Farm,Station Town,Wingate,Co Durham,TS28 5HG,20160301
E000821455010004,WAREHOUSE AND PREMISES,Rodridge Farm,Station Town,Wingate,Co Durham,,TS28 5HG,20160229
E000821455010014,WAREHOUSE AND PREMISES,Vacant parts,Rodridge Farm,Station Town,Wingate,Co Durham,TS28 5HG,20151001
E000921014000020,STORE AND PREMISES,2A Middle Street,Blackhall Colliery,Hartlepool,Cleveland,,TS27 4EA,20140623
E001020317300003,WORKSHOP AND PREMISES,Unit 3  Site 3,Cold Hesledon Industrial Estate,Murton,Seaham,Co Durham,SR7 8ST,20150826
E001021051010010,SHOP AND PREMISES,91 Dalton Park,Murton,Seaham,Co Durham,,SR7 9HU,20170131
E001221526000005,MARKET AND PREMISES,The Open Market,The Broadclose,Peterlee,Co Durham,,SR8 1AJ,20150626
E001221788510027,OFFICES AND PREMISES,221,2nd Floor 30,Yoden Way,Peterlee,Co Durham,SR8 1AL,20130313
E001221788510037,OFFICES AND PREMISES,222-223,2nd Floor 30,Yoden Way,Peterlee,Co Durham,SR8 1AL,20150119
E001221788510047,OFFICES AND PREMISES,Room 224,2nd Floor 30,Yoden Way,Peterlee,Co Durham,SR8 1AL,20130313
E001221788510067,COMMUNICATION STATION AND PREMISES,Vodafone (64456),Streetworks,Yoden Way,Peterlee,Co Durham,SR8 1AL,20100401
E001221788510327,OFFICE AND PREMISES,Room 213,2nd Floor,30 Yoden Way,Peterlee,Co Durham,SR8 1AL,20150401
E001221788510337,OFFICES AND PREMISES,Rooms 214-216,2nd Floor,30 Yoden Way,Peterlee,Co Durham,SR8 1AL,20150401
E001221788510347,OFFICE AND PREMISES,Room 217,2nd Floor,30 Yoden Way,Peterlee,Co Durham,SR8 1AL,20150401
E001221788510357,OFFICES AND PREMISES,Rooms 218-220,2nd Floor,30 Yoden Way,Peterlee,Co Durham,SR8 1AL,20150401
E001320405510084,FACTORY AND PREMISES,Unit C,Brewery Business Centre,8 East Cliff Road,Dawdon Industrial Park,Seaham Co Durham,SR7 7PS,20160126
E001321224010002,STORE AND PREMISES,North Chapel The Cemetery,Princess Road,Seaham,Co Durham,,SR7 7TD,20121218
E001321319610173,WORKSHOP AND PREMISES,14 Enterprise Court,Seaham Grange Industrial Estate,Seaham,Co Durham,,SR7 0PS,20160522
E001321319810043,WAREHOUSE AND PREMISES,Unit 3,Partnership Court,Seaham Grange Industrial Estate,Seaham,Co Durham,SR7 0PX,20160923
E001321405700014,OFFICES AND PREMISES,1A Lighthouse View,Spectrum Business Park,Seaham,Co Durham,,SR7 7TT,20160711
E001321405710084,OFFICES AND PREMISES,Office 4 Ground Floor,Spectrum 7,Spectrum Business Park,Seaham,Co Durham,SR7 7TT,20160901
E001321405710094,OFFICES AND PREMISES,Office 5 Ground Floor,Spectrum 7,Spectrum Business Park,Seaham,Co Durham,SR7 7TT,20160901
E001321405710124,OFFICES AND PREMISES,Office 8 Ground Floor,Spectrum 7,Spectrum Business Park,Seaham,Co Durham,SR7 7TT,20160401
E001321405710254,OFFICES AND PREMISES,Office 21 Ground Floor,Spectrum 7,Spectrum Business Park,Seaham,Co Durham,SR7 7TT,20160715
E001321405710324,OFFICES AND PREMISES,Office 28 Ground Floor,Spectrum 7,Spectrum Business Park,Seaham,Co Durham,SR7 7TT,20160509
E001321405710454,OFFICES AND PREMISES,2nd & 3rd Floors,2 Lighthouse View,Spectrum Business Park,Seaham,Co Durham,SR7 7TT,20170306
E001321422010094,OFFICES AND PREMISES,East Durham Homes Ltd,Seaham Services Centre,St Johns Square,Seaham,Co Durham,SR7 7JE,20170106
E001421330000003,GARDEN CENTRE AND PREMISES,Seaton Nursery,Seaton Lane,Seaton,Seaham,Co Durham,SR7 0LT,20160401
E001421647000006,STORE AND PREMISES,Angel 8,The Waterworks,Seaton,Seaham,Co Durham,SR7 0NF,20160630
E001620000110020,COMMUNICATION STATION AND PREMISES,Vodafone (81984),Sunderland Parachute Centre Shotton Colliery I,Shotton Colliery,,,DH6 2RA,20110907
E001620164000081,WORKSHOP AND PREMISES,8 Brackenhill,South West Ind Estate,Peterlee,Co Durham,,SR8 2LS,20170106
E001620334010033,OFFICES AND PREMISES,2 Cook Way,North West Ind Estate,Peterlee,Co Durham,,SR8 2HY,20160801
E001620403000024,WORKSHOP AND PREMISES (UNDERGOING ALTERATIONS),2 Davy Drive,North West Ind Estate,Peterlee,Co Durham,,SR8 2JF,20140101
E001620613010036,WORKSHOP AND PREMISES,Units 3 & 4 at,9 Front Street Industrial Estate,Front Street,Shotton Colliery,Durham,DH6 2ND,20161031
E001620937000029,WORKSHOP AND PREMISES,2-3 Lister Road,North West Ind Estate,Peterlee,Co Durham,,SR8 2RB,20160624
E001620937010029,NOT RATED BY VALUATION OFFICE,2 Lister Road,North West Ind Estate,Peterlee,Co Durham,,SR8 2RB,20161003
E001621181000051,FACTORY AND PREMISES,5 Pease Road,North West Ind Estate,Peterlee,Co Durham,,SR8 2RD,20161130
E001621181000061,FACTORY AND PREMISES,6 Pease Road,North West Ind Estate,Peterlee,Co Durham,,SR8 2RD,20160504
E001621577010025,WORKSHOP AND PREMISES,1 Thornley Station,Industrial Estate,Shotton Colliery,Durham,,DH6 2QA,20170210
E001621731500007,OFFICES AND PREMISES,Whitehouse 3,Traynor Way,Whitehouse Industrial Park,Peterlee,Co Durham,SR8 2RT,20170314
E001621731510007,OFFICES AND PREMISES,Point One,Traynor Way,Whitehouse Industrial Park,Peterlee,Co Durham,SR8 2RT,20151214
E001621731600017,OFFICES AND PREMISES,1 Meridian Court,Whitehouse Industrial Park,Peterlee,Co Durham,,SR8 2RT,20161029
E002221755010047,LAND USED FOR STORAGE AND PREMISES,Derrick Graham,Wingate Grange Industrial Estate,Wingate,Co Durham,,TS28 5AH,20160301
EAC0106000501,SHOP AND PREMISES,Hairdressing Salon,5 Bede Street,Easington Colliery,Peterlee,Co Durham,SR8 3RT,20150301
EAC0811050000,LAND USED FOR STORAGE AND PREMISES,J Robinson,Holme Hill Lane,Easington Colliery,Peterlee,Co Durham,SR8 3NB,20050207
EAC0812050300,COMMUNICATION STATION AND PREMISES,Orange PCS Ltd  Site DUR 7016,Holme Hill Lane,Easington Colliery,Peterlee,Co Durham,SR8 3DN,20120530
EAC1324001200,SHOP AND PREMISES,Unit 2 100,Seaside Lane,Easington Colliery,Peterlee,Co Durham,SR8 3PF,20130806
EAC1324001500,SHOP AND PREMISES,Unit 1,100 Seaside Lane,Easington Colliery,Peterlee,Co Durham,SR8 3PF,20170331
EAC1324002102,SHOP & PREMISES,21A Seaside Lane,Easington Colliery,Peterlee,Co Durham,,SR8 3PG,20051231
EAC1324002104,STORE AND PREMISES,I M  A Rigali (O),21 Seaside Lane,Easington Colliery,Peterlee,Co Durham,SR8 3PG,19950401
EAC1324003100,OFFICES AND PREMISES,31 Seaside Lane,Easington Colliery,Peterlee,Co Durham,,SR8 3PG,20161101
EAC1324056501,OFFICES AND PREMISES,11 Seaside Lane,Easington Colliery,Peterlee,Co Durham,,SR8 3PF,
EAC1324059001,WORKSHOP AND PREMISES,Rear of 39,Seaside Lane,Easington Colliery,Peterlee,Co Durham,SR8 3PS,20100513
EAC1324062600,SHOP AND PREMISES,89 Seaside Lane,Easington Colliery,Peterlee,Co Durham,,SR8 3LA,
EAC1324064200,SHOP AND PREMISES,Grd Flr Shop,Adj to Co-Operative Store,Seaside Lane,Easington Colliery,Peterlee Co Durham,SR8 3PG,20170101
EAC1324066200,SHOP AND PREMISES,Rialto (Part),Seaside Lane,Easington Colliery,Peterlee   Co Durham,,SR8 3LA,20140301
EAV0955053000,PUBLIC HOUSE AND PREMISES,Managers Flat Shoulder Of Mutton,Low Row,Easington,Peterlee,Co Durham,SR8 3AU,20130619
EAV1490051900,GREYHOUND RACETRACK AND PREMISES,Moorfield Stadium Eagle Hall Bank,Sunderland Road,Easington,Peterlee,Co Durham,SR8 3TS,20170213
ESH0677003900,SHOP AND PREMISES,39 Front Street,Langley Park,Durham,,,DH7 9SA,20160127
ESH0677051700ND,OFFICE AND PREMISES,Suite 17,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20060114
ESH0677051900ND,HAIRDRESSING SALON AND PREMISES,R/O Unit 3,Old Co-op Buildings,Front Street,Langley Park,Durham,DH7 9XE,20090221
ESH1450500035ND,WORKSHOP AND PREMISES,Unit 35,Creative Park,Riverside Industrial Estate,Langley Park,Durham,DH7 9TT,20160930
ESH1450500038ND,STORE AND PREMISES,Unit 18,Creative Park,Riverside Industrial Estate,Langley Park,Durham,DH7 9TT,20160801
ESH1450500039ND,STORE AND PREMISES,Unit 20,Creative Park,Riverside Industrial Estate,Langley Park,Durham,DH7 9TT,20160812
ESH1450500040ND,STORE AND PREMISES,Unit 22,Creative Park,Riverside Industrial Estate,Langley Park,Durham,DH7 9TT,20160812
ESH1450500044ND,STORE AND PREMISES,Unit 15,Creative Park,Riverside Industrial Estate,Langley Park,Durham,DH7 9TT,20151201
ESH1450500052ND,OFFICES AND PREMISES,Suite D,Creative Park,Riverside Industrial Estate,Langley Park,Durham,DH7 9TT,20160401
ESH1845053000ND,OFFICE AND PREMISES,The Orchards,Ushaw College,Esh,Durham,,DH7 9BL,20041201
HAS0292000700,STORE AND PREMISES,Warehouse,7 Church Street,Haswell,Co Durham,,DH6 2DZ,19991101
HAS0292001000,WAREHOUSE AND PREMISES,10 Church Street,Haswell,Durham,,,DH6 2DZ,20160401
HAS0607005910,HALL AND PREMISES,The Barn R/O The Gables,Front Street,Haswell Plough,Durham,,DH6 2EW,20080215
HAS0616005300,PUBLIC HOUSE AND PREMISES,The Grey Horse Inn,Front Street East,Haswell,Durham,,DH6 2BL,20150201
HAS0616005601,SHOP AND PREMISES,56 Front Street East,Haswell,Durham,,,DH6 2BL,20170201
HAS0616005801,SHOP AND PREMISES,58 Front Street East,Haswell,Durham,,,DH6 2BL,20060601
HAS1297051110,LIVERY STABLES AND PREMISES,The Stables,Salters Lane,Haswell,Durham,,DH6 2AT,20151005
HEA0256950650ND,COMMUNICATION STATION AND PREMISES,Orange PCS Adj Unit 2,Castleside Trading Estate,Castleside,Consett,Durham,DH8 8HA,20130531
HEA0681052000,PROPERTY UNDERGOING ALTERATION,Smelters Arms,Front Street,Castleside,Consett,Co Durham,DH8 9AR,20140821
HEA1479050100ND,YOUTH CENTRE AND PREMISES,Youth Centre,Rowley Bank,Castleside,Consett,Co Durham,DH8 9AD,20170217
HOR0102050001,SHOP AND PREMISES,Captain Cooks,Beaumont Crescent,Horden,Peterlee,Co Durham,SR8 4AW,20151229
HOR0356054780,SHOP AND PREMISES,Unit 4,Cotsford Lane,Horden,Peterlee,Co Durham,SR8 4JJ,20150703
HOR0356054800,STORE AND PREMISES,1st Flr Former Co-op Building,Cotsford Lane,Horden,Peterlee,Co Durham,SR8 4JJ,20160711
HOR0421000300,OFFICES AND PREMISES,First Floor,3 Dene Terrace,Horden,Peterlee   Co Durham,,SR8 4JF,20020430
HOR0421000700,OFFICES AND PREMISES,7 Dene Terrace,Horden,Peterlee,Co Durham,,SR8 4JF,20140801
HOR0421054000,SHOP AND PREMISES,Rajah's House Tandoori Takeaway,Warren Square,Horden,Peterlee,Co Durham,SR8 4JE,20170215
HOR0421055600,SHOP AND PREMISES,Zigi Videos,Dene Terrace,Horden Peterlee,Co Durham,,SR8 4JD,19950401
HOR0596050000,SHOP AND PREMISES,Burnfoot,Fourth Street,Horden,Peterlee,Co Durham,SR8 4LB,20150419
HOR0817350200,WAREHOUSE AND PREMISES,Horden Coastal Depot,Horden Colliery Ind Est,Horden,Peterlee,Co Durham,SR8 4TQ,20150718
HOR0880051302,STORE AND PREMISES,Unit 3 Seaview Workshops,Timber Road,Horden,Peterlee,Co Durham,SR8 4TE,20160729
HOR0880051303,WAREHOUSE AND PREMISES,Unit 1 Seaview Workshops,Timber Road,Horden,Peterlee,Co Durham,SR8 4TE,20160901
HOR1155050200,OFFICES AND PREMISES,Ground Floor,Park Terrace,Horden,Peterlee,Co Durham,SR8 4JG,20150101
HOR1494050501,BETTING SHOP AND PREMISES,Bell Hotel,Sunderland Road,Horden,Peterlee   Co Durham,,SR8 4PF,19950401
HOR1494058900,BETTING SHOP AND PREMISES,Rear Labour Club,Sunderland Road,Horden,Peterlee   Co Durham,,,20120403
HOR1494060760,WAREHOUSE AND PREMISES,Former Ritz Cinema,Sunderland Road,Horden,Peterlee,Co Durham,SR8 4PF,20090810
HOR1563050700,UNDERGOING IMPROVEMENTS,Easington Colliery Forge,Third Street,Horden,Peterlee   Co Durham,,SR8 4EH,20061001
